연도,번호,도서명,저자명,출판사명
2022,2849,멀티 클라우드로의 전환 : 알맞은 멀티 클라우드 솔루션 찾아보기,"제론 멀더 저, 문경식 역",에이콘출판(주)
2022,2850,무릎통증 : 아프니까 무릎이다,"Muneta Takeshi 저, 송영동 역, 이한솔 감수",메디안북
2022,2851,"문명의 자연사 : 협력과 경쟁, 진화의 역사","마크 버트니스 저, 조은영 역",(주)까치글방
2022,2852,"베이지안으로 접근하는 자연어 처리 2/e : 베이지안 통계 개념과 추론 기법, 모델링을 이용한 활용 분석까지","샤이 코헨 저, 이재원 외 역",에이콘출판(주)
2022,2853,복소다양체,조용승 저,(주)교우
2022,2854,비만학 : 현대인의 파라독스,서형주 외 저,내하출판사
2022,2855,비모수통계학 : with R,정성규 저,자유아카데미
2022,2856,비전 시스템을 위한 딥러닝 : 신경망을 활용한 엔드투엔드 컴퓨터 비전 애플리케이션 구축하기,"모하메드 엘겐디 저, 심효섭 역",한빛미디어(주)
2022,2857,사이버보안취약점의 법적규제,윤상필 저,(주)박영사
2022,2858,사회정의와 건강 : 사회 불의에 맞서 어떻게 건강을 지킬 것인가?,"배리 S. 레비 저, 신영전 외 역",한울엠플러스주식회사
2022,2859,산불방재학,이시영 저,도서출판 동화기술
2022,2860,산업혁명과 융합,이병욱 저,도서출판 21세기사
2022,2861,생물정보학 알고리듬 3/e,"필립 콤포 외 저, 한헌종 외 역",에이콘출판(주)
2022,2862,속도의 경제를 위한 클라우드 전략 : 클라우드 마이그레이션으로 시작하는 기업 혁신,"그레고르 호페 저, 김상현 외 역",에이콘출판(주)
2022,2863,숲과 국가 : 숲의 가치와 국가 산림 경영론,김기원 저,주식회사 도서출판 북스힐
2022,2864,스마트 팩토리 : 미래 제조 혁신,박준희 외 저,율곡출판사
2022,2865,스마트워터그리드 기술과 미래 상수도,최계운 외 저,도서출판 양서각
2022,2866,스마트팩토리 바이블,유형근 외 저,도서출판 홍릉
2022,2867,스콧 애론슨의 양자 컴퓨팅 강의 : 데모크리토스부터 시작된 양자 컴퓨팅,"스콧 애론슨 저, 남기혁 외 역",에이콘출판(주)
2022,2868,스트리밍 시스템 : 대용량 데이터 처리를 위한 핵심 개념과 원리,"타일러 아키다우 외 저, 이덕기 외 역",에이콘출판(주)
2022,2869,신소재 이야기,김영근 외 저,자유아카데미
2022,2870,안식처 : 건축의 시작 그리고 끝,남성택 저,한양대학교출판부
2022,2871,안전필수 시스템 제어 설계,김국헌 외 저,한빛아카데미(주)
2022,2872,알고리즘 윤리 : 안전한 인공지능 알고리즘 설계 기법,"마이클 키언스 외 저, 이정표 역",에이콘출판(주)
2022,2873,양자 암호 시스템의 시작 : 더 강력한 암호가 필요한 세상이 온다,"로저 A. 그라임스 저, 장기식 외 역",에이콘출판(주)
2022,2874,양자 컴퓨터를 위한 수학 : 수학으로 이해하는 양자 컴퓨터,"볼프강 시어러 저, 추정호 역",에이콘출판(주)
2022,2875,"어머니, 그리고 다른 사람들 : 상호 이해의 진화적 기원","세라 블래퍼 허디 저, 유지현 역",에이도스
2022,2876,"여행과 개혁, 그리고 18세기 조선의 과학기술",임종태 저,들녘출판사
2022,2877,윤상훈·권병조의 알짜 근육학 : 근육 치료 핵심 요약,윤상훈 외 저,군자출판사
2022,2878,율곡이 체육을 말하다,진윤수 저,충남대학교출판문화원
2022,2879,의료인문학이란 무엇인가 : 의학과 인문학의 경계 넘기,황임경 저,동아시아
2022,2880,인공지능 시대의 건축 : 주제와 변주,김성아 저,도서출판 씨아이알
2022,2881,임상영양학,김유리 외 저,도서출판 파워북
2022,2882,입자이론의 역사 : 다윈과 셰익스피어 사이에서,"폴 프램튼 외 저, 최기영 역",동아시아
2022,2883,"자동차 커넥티비티와 사이버 보안 : 자율주행, 커넥티드카, 모빌리티 서비스 등 자동차 기술 발전과 사이버 보안의 이해","디트마르 몰러 외 저, 정윤민 역",에이콘출판(주)
2022,2884,자율주행차량 기술 입문 : 하드웨어와 소프트웨어 아키텍처부터 안전&보안에 이르기까지,"행키 샤프리 저, 김은도 외 역",에이콘출판(주)
2022,2885,"전기자기론(1,2)","제임스 클러크 맥스웰 저, 김재영 외 역",한길사
2022,2886,정보 검색의 이론과 실제 : 검색엔진을 구현하고 평가하는 방법,"스테판 버처 외 저, 임형준 외 역",에이콘출판(주)
2022,2887,지속가능패션,고은주 외 저,(주)교문사
2022,2888,창의적인 아동미술교육,전경원 외 저,(주)교문사
2022,2889,최신 수리학,최성욱 저,(주)교문사
2022,2890,측두하악장애 : 기초과학에서 임상 적용에 이르는 중재적 접근,"Henry A. Gremillion 외 저, 최재갑 외 역",대한나래출판사
2022,2891,탄소중립 : 지구와 화해하는 기술,김용환 외 저,도서출판 씨아이알
2022,2892,"포그·에지 컴퓨팅 : 클라우드 컴퓨팅, IoT, 5G, 빅데이터 분석, 머신러닝을 활용한 포그와 에지 컴퓨팅 설계와 구현","라지쿠마르 부야 외 편저, 박선표 역",에이콘출판(주)
2022,2893,피라미드의 문 : 피라미드 공간을 보는 새로운 눈,임석재 저,이화여자대학교출판문화원
2022,2894,한국 광업사 : 근대 이전을 중심으로,이정인 외 저,(주)에스티엔
2022,2895,한국의 원전 : 밖에서 본 진실,김천욱 저,도서출판 동명사
2022,2896,한국인의 울분과 외상후 울분장애,채정호 외 저,군자출판사
2022,2897,"화려한 화학의 시대 : 기근과 질병을 극복하려다가 많은 사람들을 희생시키고, 자연과의 관계를 변화시킨 화학자들의 이야기","프랭크 A. 폰 히펠 저, 이덕환 역",(주)까치글방
2023,2898,다문화 이주민 구술설화 연구,신동흔 외 저,북코리아
2023,2899,한반도시민론,선우현 외 편,(주)진인진
2023,2900,"라디오, 연극, 키네마 : 식민지 지식인 최승일의 삶과 생각",이상길 저,이음
2023,2901,교양교육 비판 : 교양교육의 현재와 미래를 위한 실천적 사유,이하준 저,북코리아
2023,2902,전통예술의 인식과 교육적 규범,전지영 저,북코리아
2023,2903,초국적 정체성과 상호문화소통 : 파독 간호사 이야기,김영순 외 저,북코리아
2023,2904,고고학으로 살펴본 신라·가야 갑주,김혁중 저,(주)진인진
2023,2905,기후변화와 도시 : 감축과 적응,이태동 저,명인문화사
2023,2906,몸의 인지 서사학 : 질병과 치유의 한국 소설,노대원 저,(주)박이정출판사
2023,2907,(Halliday의 기능문법 입문) 체계기능언어학,M.A.K. Halliday 외 저,(주)박이정출판사
2023,2908,불투명성의 현상학,조광제 저,(주)그린비출판사
2023,2909,"(원사료로 보는) 로마법의 일반원리 : D.1.1~D.1.4, D.50.16, D.50.17 대역 및 역주",미상 저,민속원
2023,2910,수면의학,대한수면학회 편,군자출판사(주)
2023,2911,스페인의 역사 : 8세기부터 17세기까지의 신앙의 왕국들,브라이언 캐틀러스 저,도서출판 길
2023,2912,자유의 폭력 : 자유의 최대화와 폭력의 최소화를 위한 철학적 성찰,박구용 저,도서출판 길
2023,2913,"불안과 괴로움 : 하이데거, 니체, 그리고 초기 불교의 4성제",권순홍 저,도서출판 길
2023,2914,사회의 체계이론,니클라스 루만 저,(주)새물결
2023,2915,칼리가리에서 히틀러로 : 독일 영화의 심리학적 역사,지그프리드 크라카우어 저,(주)새물결
2023,2916,제국의 탈바꿈 : 1918년 헝가리 혁명과 오스트리아-헝가리 제국의 붕괴,시클로시 언드라시 저,보고사
2023,2917,한국어교육을 위한 대조 연구 : 한국어와 중국어 대조,원미진 외 저,보고사
2023,2918,담화와 한국어 문법교육,강현화 외 저,보고사
2023,2919,"메타모포시스의 현장 : 종교, 전력망, 헝가리",방원일 외 저,보고사
2023,2920,국문학의 자각 확대 : 학문 혁신에서 예술 창조까지,조동일 저,지식산업사
2023,2921,"(우연처럼 다가와 필연처럼 빠져든) 고전, 발견의 기쁨",정민 저,주식회사 태학사
2023,2922,국어 한자음의 역사 : 음운사,김무림 저,주식회사 태학사
2023,2923,국어 파생법의 역사 : 어휘사,구본관 저,주식회사 태학사
2023,2924,한글 서예와 한글 서체 : 과거 현재 그리고 미래,홍윤표 저,주식회사 태학사
2023,2925,오늘을 넘는 아시아 여성 : 페미니즘이 묻고 인류학이 답하다,지은숙 외 편,서울대학교출판문화원
2023,2926,(비판적 계몽의) 루쉰,전형준 저,서울대학교출판문화원
2023,2927,도시계획의 사회학,전상인 저,서울대학교출판문화원
2023,2928,Early-life determinants of health and human capital formation : evidence from natural experiments in Korea,Chulhee Lee 저,SNU Press(서울대학교출판문화원)
2023,2929,"호모 포에티카 : 신화, 시문학, 철학의 탄생",최상욱 저,도서출판 서광사
2023,2930,한국철학사상사,윤사순 저,고려대학교출판문화원
2023,2931,"물, 법과 관리의 원리 : 국가 및 국제적 시각에서",단테 A. 카포네라 외 저,고려대학교출판문화원
2023,2932,과학기술과 한국인의 일상,김태호 저,도서출판 들녘
2023,2933,한국 수학문명사,김영욱 외 저,도서출판 들녘
2023,2934,기술과 사회로 읽는 도시건축사 : 1863-1945,안창모 저,도서출판 들녘
2023,2935,여행·젠더·장소 : 한국여성 여행서사의 장소감수성,임정연 저,지식산업사
2023,2936,한자이체자 연구,이규갑 저,연세대학교 출판문화원
2023,2937,Development of national health insurance and policy agenda in Korea,"LEE, Kyu Sik 외 저",Yonsei University Press(연세대학교 출판문화원)
2023,2938,(우도 슈넬레의) 신약정경개론,우도 슈넬레 저,대한기독교서회
2023,2939,곤충생태 연구방법론,이준호 외 저,서울대학교출판문화원
2023,2940,East Asia in a new legal landscape : FTAs and dispute settlement,Jaemin Lee 저,SNU Press(서울대학교출판문화원)
2023,2941,選擧政治 : 정당·후보자·유권자,진영재 저,연세대학교 출판문화원
2023,2942,공연예술발성 : 현대의학으로 바라본 발성,한국공연예술발성연구재단 저,(주)범문에듀케이션
2023,2943,Development and globalization in South Korea : from financial crisis to K-pop,Park Gil-Sung 저,Korea University Press(고려대학교출판문화원)
2023,2944,대수기하학 입문,김영훈 외 저,서울대학교출판문화원
2023,2945,Phonological typology of plosives,Jinho Lee 저,SNU Press(서울대학교출판문화원)
2023,2946,노란 코코넛 마을 : 발리 그리고 우붓 사람들,정정훈 저,서울대학교출판문화원
2023,2947,치유라는 이름의 폭력 : 근현대 한국에서 장애·젠더·성의 재활과 정치,김은정 저,후마니타스
2023,2948,성공의 덫에서 벗어나기 : 상생과 연대로 나아가는 길을 찾아 1-2,권현지 외 저,후마니타스
2023,2949,신자유주의 노동체제와 민주 노조 운동,노중기 저,후마니타스
2023,2950,"붉은 혈맹 : 평양, 하노이 그리고 베트남전쟁",도미엔 저,서울대학교출판문화원
2023,2951,고려 지방제도 성립사,윤경진 저,서울대학교출판문화원
2023,2952,목록이론의 이해와 적용,노지현 외 저,한국도서관협회
2023,2953,"온디바이스 AI : 모바일 개발자를 위한 머신러닝 기초부터 모바일용 컴퓨터 비전, 텍스트 처리까지",로런스 모로니 저,한빛미디어
2023,2954,AWS 비용 최적화 바이블 : 핀옵스를 위한 최적의 기술 활용부터 운영 노하우까지,엘리 만수르 외 저,한빛미디어
2023,2955,"비즈니스 데이터 과학 : 비즈니스 의사결정을 위한 통계학, 경제학, 인공지능의 만남",맷 태디 저,한빛미디어
2023,2956,적정 소프트웨어 아키텍처 : 리스크 주도 접근법,조지 페어뱅크스 저,한빛미디어
2023,2957,"구글 엔지니어는 이렇게 일한다 : 구글러가 전하는 문화, 프로세스, 도구의 모든 것",타이터스 윈터스 외 저,한빛미디어
2023,2958,박안경기 1-6,능몽초 저,도서출판 학고방
2023,2959,(경계넘기와 함께하기를 위한) 사회지리학개론,뉴캐슬사회지리연구회 저,(주)사회평론아카데미
2023,2960,데이터 익명화를 위한 파이프라인 : 데이터를 안전하고 책임감 있게 사용하는 비식별화 방법,루크 아버클 외 저,한빛미디어
2023,2961,(ESG) 지속가능 마케팅,송재도 저,학현사
2023,2962,하나논리 : 동아시아 사회이론의 모색,김성국 저,(주)이학사
2023,2963,(유연한 소프트웨어를 만드는) 설계 원칙 : 막다른 골목 없이 진화하는 시스템 개발하기,크리스 핸슨 외 저,한빛미디어
2023,2964,생명철학 : 생명과학 시대의 생명 이해,신승환 저,(주)이학사
2023,2965,자바 마이크로서비스를 활용한 SRE : 기업에서 신뢰할 수 있는 마이크로서비스를 위한 패턴,조너선 슈나이더 저,한빛미디어
2023,2966,한국의 종교교단과 콘텍스트,윤용복 저,도서출판 박문사
2023,2967,자서전 : 자신의 삶으로 이야기를 만들다,유호식 저,서울대학교출판문화원
2023,2968,중국 금석문으로 한국 고대사 읽기,권덕영 저,학연문화사
2023,2969,갈등사회의 공공정책 : 자유와 책임의 관점에서,권혁주 저,서울대학교출판문화원
2023,2970,(우리나라 전통신문) 조선시대 「조보」연구 : 조선왕조실록 사료를 바탕으로,차배근 저,서울대학교출판문화원
2023,2971,새로운 물리학을 찾아서 : 현대물리학을 낳은 거장들의 이야기,H. A. Bethe 외 저,주식회사도서출판북스힐
2023,2972,CPython 파헤치기 : 따라 하면서 이해하는 파이썬 내부의 동작 원리,앤서니 쇼 외 저,주식회사 도서출판인사이트
