연도,번호,도서명,저자명,출판사명
2021,2557,디자인 협업 : 함께 더 나은 제품을 만드는 경험,"오스틴 고벨라 저, 송유미 역",에이콘
2021,2558,딥러닝을 위한 선형대수학,"길버트 스트랭 저, 부산대학교 산업수학센터 역",한빛아카데미
2021,2559,똥이랑 물이랑,한무영 저,우리
2021,2560,미래사회 WITH 블록체인,황정훈 외 저,박영사
2021,2561,미분다양체론 입문,김진홍 저,Kyowoo(교우)
2021,2562,밑바닥부터 시작하는 딥러닝 3 : 파이썬으로 직접 구현하며 배우는 딥러닝 프레임워크,"사이토 고키 저, 개앞맵시(이복연) 역",한빛미디어
2021,2563,발달장애 아동 체육 프로그램의 이해와 실제,노형규 저,Rainbow Books(레인보우북스)
2021,2564,보건의료법 윤리학,손명세 외 저,박영사
2021,2565,보전건축론 : 건축물 보전 역사와 이론 입문을 위한 개론서,박순붕 저,문운당
2021,2566,"상과 논리 : 미시 물리학의 물질문화(1,2)","피터 갤리슨 저, 이재일 외 역",한길사
2021,2567,소비자정책 : 이론과 정책설계,여정성 외 저,교문사
2021,2568,소음의 영향과 대책,정일록 저,동화기술
2021,2569,식품미생물학,김명희 외 저,창지사
2021,2570,써로게이트 : 두 뇌로 달린다,강태진 저,나녹
2021,2571,아인슈타인의 뇌를 찾아서,"Frederick E. Lepore 저, 정재철 역",한티미디어
2021,2572,안전문화 : 이론과 실천,정진우 저,교문사
2021,2573,"양자 컴퓨터 원리와 수학적 기초 : 스핀부터 큐비트, 얽힘, 중첩, 양자 알고리즘, 양자 암호화","크리스 베른하트 저, 이정문 역",에이콘
2021,2574,어반 컴퓨팅 : 빅데이터로 변화하는 도시의 현재와 미래,"유정 저, 최만균 역",에이콘
2021,2575,엔트로피와 우리 생활,조강래 저,동명사
2021,2576,여성심장질환,대한심장학회 여성심장질환연구회 저,에스앤씨퍼블리싱
2021,2577,외안부 소수술 : 현문현답,각막질환연구회 저,군자출판사
2021,2578,원자력공학개론(제4판),"John R. Lamarsh 외 저, 박종운 외 역",한티미디어
2021,2579,유기화학,이덕형 저,자유아카데미
2021,2580,인공와우 : 시스템과 매핑의 이해,청각재활연구회 저,범문에듀케이션
2021,2581,인문사회치의학 개론 : 인간 사회 역사 그리고 치의학,김현덕 저,서울대학교출판문화원
2021,2582,임플란트 실패와 문제점 해결,대한치과이식임플란트학회 저,대한나래출판사
2021,2583,자연어 처리와 딥러닝 : 딥러닝으로 바라보는 언어에 대한 생각,"리 덩 외 저, 김재민 역",에이콘
2021,2584,적대적 머신러닝 : 머신러닝 알고리즘으로 하는 시스템 보안 공격과 방어,"앤서니 조셉 외 저, 김우석 외 역 ",에이콘
2021,2585,전통생태지식과 세대소통 : 지속가능발전을 위한 사회생태기억 탐구,김고운 외 저,집문당
2021,2586,차세대 자동차 냉난방공학,김철수 외 저,동명사
2021,2587,처음 만나는 조경학,김아연 외 저,일조각
2021,2588,클라우드 전환 그 실제 이야기 : 지속 가능한 클라우드,공용준 저,에이콘
2021,2589,텐서플로 케라스를 이용한 딥러닝,박유성 저,자유아카데미
2021,2590,토양-기계 시스템공학,김경욱 저,서울대학교출판문화원
2021,2591,통계학으로 배우는 머신러닝 2/e : 스탠퍼드대학교 통계학과 교수에게 배우는 머신러닝의 원리,"트레버 헤이스티 외 저, 이판호 역",에이콘
2021,2592,통합치의학,대한통합치의학교수협의회 저,명문출판사
2021,2593,패시브하우스 짓기 : 제로 에너지 건축의 기본,채완종 저,씨아이알
2021,2594,포유류의 번식―암컷 관점,"버지니아 헤이슨 외 저, 김미선 역",뿌리와이파리
2021,2595,"프로그래머, 수학의 時代 : 프로그래머의 길을 생각한다",이재현 외 저,로드북
2021,2596,한국의 산업화와 기술발전 : 한국 경제의 진화와 주요 산업의 기술혁신,송성수 저,들녘
2021,2597,확률론적 로보틱스 : 로봇공학의 기초부터 SLAM과 자율 주행까지,"세바스찬 스런 외 저, 남궁영환 역",에이콘
2022,2598,(레오폴트 폰 랑케와) 근대 역사학의 형성 : 역사연구방법론과 역사사상,이상신 저,고려대학교출판문화원
2022,2599,"(譯註) 儀禮注疏 : 士冠禮(1,2)",정병섭 역주,도서출판 학고방
2022,2600,(유식사상으로 보는) 원효의 번뇌론,고은진 저,한그루
2022,2601,(정본완역) 두보전집 제10권 : 두보기주시기시역해3,"두보 저, 강민호 외 역",사단법인 서울대학교출판문화원
2022,2602,『무당내력』류 그림 톺아읽기,그림으로 우리 문화 읽기 모임 저,민속원
2022,2603,감정의 귀환 : 아리스토텔레스 감정론 연구,한석환 저,성균관대학교출판부
2022,2604,건륭제와 천주교,이준갑 저,도서출판 혜안
2022,2605,고고학이론 껍질 깨기,"에이드리언 프랫첼리스 저, 유용욱 역",(주)사회평론아카데미
2022,2606,"고대 중국의 통치메커니즘과 그 설계자들 : 상앙, 진시황, 한고조(1~4)",임중혁 저,경인문화사
2022,2607,과거제도 형성사 : 황제와 사인들의 줄다리기,하원수 저,성균관대학교출판부
2022,2608,과학과 정신과학 : 자연과학의 형이상학적 기초와 정신과학이 갈 길,김창래 저,고려대학교출판문화원
2022,2609,근대 불교잡지의 문화사 : 불교청년의 성장 서사,김종진 저,소명출판
2022,2610,글로벌 르네상스 : 동양과 서양 사이의 르네상스 미술,"리사 자딘 외 저, 임병철 역",도서출판 길
2022,2611,다와다 요코 : 몸과 사잇공간의 시학,정항균 저,사단법인 서울대학교출판문화원
2022,2612,동아시아 서원의 기원과 제의례의 완성,영남대학교 민족문화연구소 편,도서출판 온샘
2022,2613,동아시아에서 자유주의는 무엇인가,강명희 저,한울엠플러스주식회사
2022,2614,디지털 언어학 연구,이민행 저,도서출판 역락
2022,2615,리스트와 19세기 비르투오소 담론,김현주 저,연세대학교 대학출판문화원
2022,2616,만들어진 유대인,"슐로모 산드 저, 김승완 역",사월의책
2022,2617,메이로쿠 잡지 : 문명개화의 공론장,"후쿠자와 유키치 외 원저, 이새봄 쓰고 번역",빈서재
2022,2618,명나라의 임진전쟁 : 송응창의 《경략복국요편》 역주(1~5),"송응창 저, 구범진 외 역",(주)사회평론아카데미
2022,2619,몽타주 : 영화적 사유의 현재적 운동,이정하 저,문학과지성사
2022,2620,문화인류학자의 자기 민족지 제주도,유철인 저,민속원
2022,2621,미학적 연극에서 올바름의 연극으로 : 세월호와 미투 이후의 한국연극,김방옥 저,연극과인간
2022,2622,"바다 인류 : 인류의 위대한 여정, 글로벌 해양사",주경철 저,(주)휴머니스트출판그룹
2022,2623,벽계만지 역주,"왕작 저, 김현주 외 역",소명출판
2022,2624,산대희와 본산대놀이 : 동아시아 산대 전통의 보편성과 한국의 독자성,전경욱 저,민속원
2022,2625,성문지 : 불제자들의 수행도,안성두 역주,세창출판사
2022,2626,시간과 윤리 : 존재론적 윤리학의 시도,한상연 저,도서출판 서광사
2022,2627,신경과학철학 : 뇌중심주의에서 체화주의로,이영의 저,아카넷
2022,2628,신화학 3 : 식사예절의 기원,"클로드 레비스트로스 저, 임봉길 역",한길사
2022,2629,아시아의 인류 진화와 구석기문화,배기동 저,한양대학교출판부
2022,2630,아카데미아 학파,"키케로 저, 양호영 역",아카넷
2022,2631,"악부시집 : 청상곡사(1,2)","곽무천 저, 주기평 외 역",도서출판 학고방
2022,2632,언어유형론 강의,연재훈 저,도서출판 한국문화사
2022,2633,연극으로 사유하는 한국신화,김성희 저,연극과인간
2022,2634,영국 어린이 환상문학 : 앨리스에서 데이빗까지,양윤정 저,도서출판 동인
2022,2635,영적 휴머니즘 : 종교적 인간에서 영적 인간으로,길희성 저,아카넷
2022,2636,예술과 객체,"그레이엄 하먼 저, 김효진 역",갈무리
2022,2637,원효의 통섭철학 : 치유철학으로서의 독법,박태원 저,세창출판사
2022,2638,일본고대국가와 도래계 씨족,연민수 저,학연문화사
2022,2639,일본에서 신이 된 고대한국인,노성환 저,도서출판 박문사
2022,2640,일본제국의 '동양사' 개발과 천황제 파시즘,이태진 저,(주)사회평론아카데미
2022,2641,자연 언어 음운 체계의 보편성 : 주요 30개 언어를 대상으로,허용 저,도서출판 한국문화사
2022,2642,정감록과 격암유록,김탁 저,민속원
2022,2643,正史 五行志의 世界 : 後漢書,홍승현 역주,도서출판 혜안
2022,2644,정의론과 대화하기 : 정의론이 한국 사회에 던지는 8가지 질문,목광수 저,텍스트CUBE
2022,2645,제국의 정전 셰익스피어 : '이방인'이 본 '민족시인'의 근대성과 식민성,이경원 저,한길사
2022,2646,종교개혁의 빛과 그림자,박종균 저,북코리아
2022,2647,종교성 측정의 원리와 실제,석창훈 저,한국학술정보
2022,2648,중국 근현대 상인과 물가변동 : 호남 지역사회 연구,전형권 저,도서출판 혜안
2022,2649,"중국 유·도·불 삼교 관계 간명 통사(上,下)","모종감 저, 박성일 역",도서출판 학고방
2022,2650,"중세의 침묵을 깬 여성들 : 힐데가르트, 안젤라, 카타리나의 비전과 미술",이은기 저,(주)사회평론아카데미
2022,2651,철학적 급진주의의 형성(1~3),"엘리 알레비 저, 박동천 역",도서출판 한국문화사
2022,2652,"취추바이 선집 : 『신아국유기』, 『적도심사』","취추바이 저, 이현복 역",산지니
2022,2653,치성광여래 신앙과 도상으로 살펴본 한반도 점성 신앙,정진희 저,경인문화사
2022,2654,칸트의 『순수이성비판』,"테오도르 W. 아도르노 저, 박중목 외 역",세창출판사
2022,2655,퇴계 이황의 예학사상,한재훈 저,소명출판
2022,2656,하이데거와 도가(道家)의 철학,윤병렬 저,도서출판 서광사
2022,2657,하이데거의 숙고적 사유 : 계산적 사고를 넘어서,강학순 저,아카넷
2022,2658,한국 성경 300년 : 번역과 해석의 역사,정중호 저,계명대학교출판부
2022,2659,한국식 청동무기의 동북아지역 전개,허준양 저,(주)진인진
2022,2660,한국어 다중초점구문과 사선적 일치/병합,정대호 저,도서출판 한국문화사
2022,2661,한국의 여신들 : 페미니즘의 신화적 근원,김화경 저,성균관대학교출판부
2022,2662,"한자무죄, 한자 타자기의 발달사","토머스 멀레이니 저, 전주범 역",한울엠플러스주식회사
2022,2663,합과 : 전통 중국 상공업의 기업 관행,정지호 저,세창출판사
2022,2664,희생자의식 민족주의 : 고통을 경쟁하는 지구적 기억 전쟁,임지현 저,(주)휴머니스트출판그룹
2022,2665,"(문명의 요람) 퍼타일 크레슨트 : 메소포타미아, 레반트, 이집트 문명의 이해",남영우 저,(주)푸른길
2022,2666,(민주화 이후) 국정운영,남궁 근 저,법문사
2022,2667,(임상전문가를 위한) 정서장애와 주의 : 근거 기반 자기조절집행기능(SREF) 모델 및 적용,"Adrian Wells 외 저, 전진수 외 역",(주)학지사
2022,2668,(판례·사료로 읽는) 한국법사강의,심희기 저,경인문화사
2022,2669,(회계정보를 이용한) 전략적 의사결정,손성규 저,(주)박영사
2022,2670,4.0시대 교육정책 어젠다 : 자유·공정·다양성,김경회 저,(주)피와이메이트
2022,2671,4차 산업혁명 시대 북한의 ICT 발전과 강성대국,남성욱 저,한울엠플러스주식회사
2022,2672,4차 산업혁명과 규제개혁,변재웅 저,계명대학교출판부
2022,2673,4차 산업혁명과 대학의 교육혁신,한정석 저,교육과학사
2022,2674,4차 산업혁명과 첨단 방위산업 : 신흥권력 경쟁의 세계정치,김상배 엮음,한울엠플러스주식회사
2022,2675,BLACK BOX를 열기 위한 인공지능법,김윤명 저,(주)박영사
2022,2676,Paradigm Shift를 위한 4차 산업혁명 시대의 경영사례 Ⅱ,정진섭,(주)박영사
2022,2677,The B·L·U·E Government : 성과와 결과를 창출하는 유능한 미래정부의 조건,이석환 저,법문사
2022,2678,가르침과 배움의 동양적 의미,장윤수 외 저,교육과학사
2022,2679,감정과 미디어,나은영 저,컬처룩
2022,2680,계약법과 도산법 : 민법의 관점에서 도산법 읽기,최준규 저,경인문화사
2022,2681,고전문학의 향유와 교육,한국고전문학교육학회 저,도서출판 역락
2022,2682,공공가치 : 이론과 실제,김명환 외 엮음,도서출판 윤성사
2022,2683,공론화의 이론과 실제 : 건강한 공론 형성과 진단을 위한 길라잡이,은재호 저,(주)박영사
2022,2684,국방R&D관리,양희승 외 저,피앤씨미디어
2022,2685,권리의 근거 : 호펠드의 권리 유형에 따른 계약론적 접근,조성민 저,한국학술정보
2022,2686,극동의 격몽과 서구 관용국가의 탄생 : 유교제국의 무제한적 관용사회의 서천,황태연 저,솔과학출판사
2022,2687,글로벌 아시아 : 자본주의 발전과 포스트 발전국가의 미래,임현진 외 저,사단법인 서울대학교출판문화원
2022,2688,기본권의 발전사 : 실정권에서 자연권으로,김철수 저,(주)박영사
2022,2689,기억의 기록으로 쓰는 구술사,정연경 저,이화여자대학교출판문화원
2022,2690,기업지배구조와 주주의결권,서완석 저,디자인사람들
2022,2691,긱경제 : 플랫폼 노동의 지리학,"제이미 우드코크 외 저, 이재열 외 역",전남대학교출판문화원
2022,2692,노화와 언어는 서로 어떻게 영향을 미칠까? : 나이 듦에 따른 언어와 인지 변화에 대한 언어심리학적 접근,"로저 크루즈 외 저, 최원일 역",GIST PRESS
2022,2693,단극 체계 국제정치이론,"누노 몬테이로 저, 백창재 외 역",(주)사회평론아카데미
2022,2694,담보제도의 연구,김형석 저,(주)박영사
2022,2695,대입제도 : 신분 제도인가? 교육 제도인가?,서남수 외 저,성균관대학교출판부
2022,2696,데이터와 법,이성엽 편,(주)박영사
2022,2697,"도서관, 박물관, 기록관의 연계·협력 : 라키비움과 지식기반 만들기","이시카와 데쓰야 외 엮음/사오토메 마사히로 외 지음, 조혜린 외 역",한울엠플러스주식회사
2022,2698,독일기본권론,"Thorsten Kingreen 외 저, 정태호 역",(주)박영사
2022,2699,동기 : 현상과 이해,장은미 외 저,(주)박영사
2022,2700,동남아시아 도시들의 진화 : 인간과 문화를 품은 바닷길 열두 개의 거점들,한광야 저,성균관대학교출판부
2022,2701,동여비고의 학술적 재조명,고문헌과콘텐츠연구소 편,(주)집문당
2022,2702,디지털 시대의 사회복지 패러다임 : 네트워크적 접근,김수영 저,(주)집문당
2022,2703,딜레마 이론과 정책,김태은 외 저,도서출판 대영문화사
2022,2704,메가플랫폼 네이버 : 한국 인터넷 산업의 성장과 그늘,원용진 외 저,컬처룩
2022,2705,문화감응교수 : 이론과 연구 그리고 실천,"Geneva Gay 저, 명화연 외 역",교육과학사
2022,2706,미백 : 피부색의 문화정치,박소정 저,컬처룩
2022,2707,민법의 경제적 분석,김수정 외 저,(주)박영사
2022,2708,바젤3 시장리스크 : 신표준방법 해부,김미애 저,(주)박영사
2022,2709,범죄예방론,이윤호 저,(주)박영사
2022,2710,부당이득반환의 비교법적 연구,남효순 외 저,(주)박영사
2022,2711,부동산은 어떻게 여성의 일이 되었나,최시현 저,창비
2022,2712,북핵 외통수 : 비핵화에서 핵균형으로,박휘락 저,북코리아
2022,2713,"분쟁지명 동해, 현실과 기대",주성재 저,(주)푸른길
2022,2714,비틀리는 사회혁신 : 대항헤게모니적 개입을 위한 비판,장훈교 저,(주)진인진
2022,2715,사이버범죄론,전지연 저,(주)박영사
2022,2716,사회복지정책의 논쟁적 이슈,박병현 저,양서원
2022,2717,사회적경제와 공공성,김흥주 편저,도서출판 신정
2022,2718,삼단논법과 법학방법,양천수 저,(주)박영사
2022,2719,생존의 기로 : 21세기 미·중 관계와 한국,정재호 저,사단법인 서울대학교출판문화원
2022,2720,서양 민주 개념 통사 : 고대편,최정욱 저,(주)박영사
2022,2721,설득 커뮤니케이션,"Joseph A. DeVito 저, 박준성 외 역",(주)학지사
2022,2722,섬 정책의 현재와 미래 : 섬의 가치와 섬주민의 행복을 일궈내는 정책,신순호 저,(주)박영사
2022,2723,세계화와 국민경제의 재구성 : 미국·일본·독일 비교 연구,권형기 저,(주)사회평론아카데미
2022,2724,실버여행기획론 : 실버여행에 관한 이해를 바탕으로 한 실버여행상품의 모든 것,권혁률 저,주식회사 백산출판사
2022,2725,실험경제학과 경제적 가치평가,한두봉 저,(주)박영사
2022,2726,아프가니스탄 전쟁 : 9·11 테러 이후 20년,이근욱 저,한울엠플러스주식회사
2022,2727,"애착이론과 상담 : 개인, 부부, 가족을 위한 정서중심치료","Susan M. Johnson 저, 박성덕 외 역",(주)학지사
2022,2728,언택트 사회의 미래 : 엔트로피 이론에 근거하여,이상오 저,북코리아
2022,2729,에너지 전환의 정치,이태동 저,(주)사회평론아카데미
2022,2730,엔터테인먼트 사이언스(Ⅰ~Ⅲ),"토르스텐 헤니그-투라우 외 저, 이청기 외 역",한울엠플러스주식회사
2022,2731,역사와 고정관념,박재영 저,도서출판 선인
2022,2732,영미계약법 원리 : 영미법 역사 속 계약법 원리의 발견과 이해,조대환 저,유원북스
2022,2733,왜 지금 난민 : 난민의 출현과 인식,제주대학교 탐라문화연구원 저,도서출판 온샘
2022,2734,용서치료 : 분노해소와 희망찾기의 근거중심적 안내서,"로버트 D. 엔라이트 외 저, 신성만 외 역",유원북스
2022,2735,이슬람법입문,"조셉 샤흐트 저, 명순구 역",경인문화사
2022,2736,인공지능과 법률 서비스 분야의 혁신,양종모 저,한국학술정보
2022,2737,자본주의의 문화적 모순,"다니엘 벨 저, 박형신 역",한길사
2022,2738,정당론,강원택 저,(주)박영사
2022,2739,정보학의 이해,이종욱 외 저,도서출판 청람
2022,2740,정서 학설 1 : 역사-심리학적 연구," L.S. 비고츠키 저, 비고츠키 연구회 역",살림터
2022,2741,정서의 이해와 조절,김미리혜 외 저,시그마프레스
2022,2742,조선 성균관 교학문화,장재천 저,(주)피와이메이트
2022,2743,조선이 한국에게 보내는 편지 : 한반도의 국제정치,박건영 저,(주)사회평론아카데미
2022,2744,조세 없는 민주주의의 기원 : 1934~60년 세무 기구 분석,손낙구 저,후마니타스(주)
2022,2745,"죄, 의미, 문명 Ⅰ : 철학과 형법총론의 신형상",송희식 저,도서출판 모시는사람들
2022,2746,주주행동주의와 스튜어드십 코드,법무법인(유한) 지평 외 저,(주)박영사
2022,2747,중앙아시아 출신 유학생의 상호문화소통과 문화적응,김영순 외 저,북코리아
2022,2748,지구 오염의 역사 : 산업혁명부터 현대까지,"프랑수아 자리주 외 저, 조미현 역",에코리브르
2022,2749,지리학 연구방법론,"니컬러스 클리퍼드 외 저, 이건학 외 역",(주)푸른길
2022,2750,"질적 연구의 체계적 분석방법 : 일상, 소비문화, 마케팅, 교육 에스노그라피 연구에서의 적용사례",이용숙 저,(주)학지사
2022,2751,책임경영 : 경영학의 큰 전환,박용승 저,율곡출판사
2022,2752,코로나19 위기와 법치주의,이원우 외 편저,홍문사
2022,2753,"평생학습, 또 하나의 오래된 미래",정민승 저,한국방송통신대학교출판문화원(에피스테메)
2022,2754,"포스트모더니즘, 혹은 후기자본주의 문화 논리","프레드릭 제임슨 저, 임경규 역",문학과지성사
2022,2755,포스트커뮤니케이션을 말하다 : 미디어지식인의 기록 2017,김승수 저,(주)나남
2022,2756,플랫폼시대의 교통약자와 교통공유경제,곽노완 외 저,(주)진인진
2022,2757,피지털 커먼즈 : 플랫폼 인클로저에 맞서는 기술생태 공통장,이광석 저,갈무리
2022,2758,학교 혁신의 성찰적 실천 : 탈공정과 탈문화식민주의,서근원 저,교육과학사
2022,2759,한국 3.1독립운동과 임시정부,신용하 저,경인문화사
2022,2760,한국 대중문화사   ,김창남 저,한울엠플러스주식회사
2022,2761,한국 사회과학의 기원 : 이데올로기와 근대화의 이론 체계,홍정완 저,역사비평사
2022,2762,한국 사회학의 지성사(1~4),정수복 저,도서출판 푸른역사
2022,2763,한국 취업문화·공채문화 40년사 : 채용역사와 뉴 패러다임,이종구 저,도서출판 청람
2022,2764,"한국교육정책 논평 : 빅데이터 기반 정권별 교육정책의 주제 분석, 쟁점 및 대안 논의",박주호 저,(주)피와이메이트
2022,2765,한국법제사고韓國法制史攷 [개정판],박병호 저,민속원
2022,2766,한국사회복지조직의 성장과 과제 : 인간화(人間化)와 다공화(多公化),성규탁 외 저,한국학술정보
2022,2767,한국유학의 도덕교육적 성찰,김민재 저,글로벌콘텐츠
2022,2768,한국의 비공식 복지 : 아무도 눈여겨보지 않은 대한민국 복지의 실체,손병돈 저,(주)사회평론아카데미
2022,2769,한국의 중화학공업화 공업별 연구 : 1950-1980년대 한국 공업화의 기록(전자공업),박영구 저,도서출판 해남
2022,2770,"한국통화금융사(Ⅰ,Ⅱ)",배영목 저,도서출판 해남
2022,2771,한국학력·학벌사회론 : 절반의 공정성을 넘어,김부태 저,경북대학교출판부
2022,2772,"한나 아렌트, 정치와 법","마르코 골도니 외 저, 홍원표 역",(주)신서원
2022,2773,헌법상 권력구조의 재조명,한수웅 저,법문사
2022,2774,현대 포퓰리즘 : 유럽과 한국,정병기 외 저,영남대학교출판부
2022,2775,(의궤로 본) 조선시대 궁중연향 문화,김종수 저,민속원
2022,2776,{-삽-}의 기능 변화 연구,김태우 저,(주)태학사
2022,2777,17세기 후반 정치·사회 변동과 시가사,최재남 저,보고사
2022,2778,1940년대 전반기 재만조선인 시 연구,오양호 저,도서출판 역락
2022,2779,고구려 국가제사 연구,강진원 저,서경문화사
2022,2780,고려중기 정치사의 재조명,채웅석 저,(주)일조각
2022,2781,광무 화폐 : 근대조선의 화폐개혁과 조선과 일본의 화폐전쟁,김희호 저,경북대학교출판부
2022,2782,"구인회 파라솔(PARA-SOL)파의 사상과 예술 : 신체악기(ORGANE)의 삶, 신체극장의 아크로바티(ACROBATIe)",신범순 저,예옥출판사
2022,2783,권번과 여창가곡,김민정 저,민속원
2022,2784,근대 미디어와 한국문학의 경계,배정상 저,소명출판
2022,2785,근대 시민의 형성과 대한민국,이승렬 저,그물
2022,2786,김정호 연구,이상태 저,경인문화사
2022,2787,냉전의 마녀들 : 한국전쟁과 여성주의 평화운동,김태우 저,창비
2022,2788,"누가 이 생각을 이루어 주랴 : 숙수념(1,2)","홍길주 저, 박무영 역",(주)태학사
2022,2789,"두보, 윤선도 그리고 바쇼 : 따로 또 함께",신은경 저,보고사
2022,2790,백제의 정치제도와 운영,노중국 저,(주)일조각
2022,2791,"삼국유사의 문예 현상과 문학의 갈래, 그 연행 양상",사재동 저,민속원
2022,2792,삼투하는 문장들 : 한국문학의 젠더 지도,손유경 저,소명출판
2022,2793,연시조성 연구 : 제목 없이 합철된 연시조와 탈착형 연시조,양희철 저,보고사
2022,2794,작품으로 읽는 한국 현대시사,이숭원 저,(주)태학사
2022,2795,장학선과 오복녀의 서도소리 창법 연구,김광숙 저,민속원
2022,2796,재당 한인 묘지명 연구 : 역주편,권덕영 저,한국학중앙연구원 출판부
2022,2797,재당 한인 묘지명 연구 : 자료편,권덕영 저,한국학중앙연구원 출판부
2022,2798,재일조선인단체사전 1895∼1945,"재일조선인단체사전한일공동편찬위원회 지음, 민족문제연구소 편",민연주식회사
2022,2799,"정조, 무예와 통하다 : 正譯 武藝圖譜通志","정조 저, 최형국 역",민속원
2022,2800,조선의 악률론과 근대 음악론,김수현 저,경인문화사
2022,2801,조선후기 의역주팔세보 연구 : 중인의 족보 편찬과 신분 변동,이남희 저,아카넷
2022,2802,朝鮮後期天主學史硏究,노용필 저,한국사학
2022,2803,중국 이주 한민족의 언어와 생활(1) : 중국 길림성 도문시 양수진 정암촌,박경래 저,도서출판 역락
2022,2804,판소리 예술론,정병헌 저,(주)태학사
2022,2805,플롯의 발견 : 한국 고전 서사의 재생산과 전환,김경미 저,이화여자대학교출판문화원
2022,2806,"한국 근대문학, 횡단의 상상",김미지 저,소명출판
2022,2807,한국 근대문학의 형성과 진화론,이만영 저,고려대학교출판문화원(고려대학교 민족문화연구원)
2022,2808,한국근대 소방관의 탄생 : 화재발생과 소방조 활동에 관한 고찰,김상욱 저,민속원
2022,2809,한국시의 이미지-사유와 정동의 시학,조강석 저,소명출판
2022,2810,한국어 통사론의 과제와 도전,유현경 외 저,(주)집문당
2022,2811,한국어 해석문법의 체계와 적용,정은주 저,(주)도서출판 하우
2022,2812,한국현대 아동문학비평론 연구,류덕제 저,도서출판 역락
2022,2813,한글문화사,김동언 저,박이정출판사
2022,2814,현대 한국어 형성기의 새 국한혼용문의 등장과 그 변전,한영균 저,소명출판
2022,2815,(30년 인삼학자와 함께 알아보는) 인삼헬스케어 A to Z,나승열 저,신일서적(주)
2022,2816,(AutoML 창시자가 알려주는) 자동머신러닝,"프랭크 허터 외 편저, 이기홍 역",에이콘출판(주)
2022,2817,(STEIN) 복소해석학,"Elias M. Stein 외 저, 한빛수학교재연구소 역, 김영원 감수",한빛아카데미(주)
2022,2818,(문답으로 이해하는) 약사법,유대규 저,신일서적(주)
2022,2819,(소화기질환에서의) 성차의학,대표저자 김나영,(주)에스앤씨퍼블리싱
2022,2820,(스포츠에서의) 움직임 분석과 운동 조절,"Frans Bosch 저, 박일봉 외 역",도서출판 한미의학
2022,2821,(시스템으로 풀어보는) 게임 디자인,"마이클 셀러스 저, 진석준 역",에이콘출판(주)
2022,2822,(이득우의) 게임 수학 : 39가지 예제로 배운다! 메타버스를 구성하는 게임 수학의 모든 것,이득우 저,주식회사 책만
2022,2823,(이론에서 실전까지) 금융 머신러닝,"매튜 딕슨 외 저, 이기홍 역",에이콘출판(주)
2022,2824,(증례 중심으로 배우는) 노인의학,"Balakrishnan Kichu R. Nair 저, 원장원 외 역",군자출판사
2022,2825,(화학자의 시각에서 바라본) 물질 문명의 명암,장우동 저,자유아카데미
2022,2826,5G Network Security : In the Blockchain Internet of Things,Moon Seog Jun 저,진샘미디어
2022,2827,OLED 소재 및 소자의 기초와 응용,이준엽 저,도서출판 홍릉
2022,2828,REMAKING the BONE : 임플란트를 위한 골재생 술식의 이론과 실제,홍순민 저,군자출판사
2022,2829,"SRE를 위한 시스템 설계와 구축 : 구글이 공개하는 SRE 모범 사례와 설계, 구현, 운영 노하우","헤더 애드킨스 외 저, 장현희 역",한빛미디어(주)
2022,2830,"VR의 이해 2/e : 인터페이스, 애플리케이션, 디자인","William R. Sherman 외 저, 송지연 역",에이콘출판(주)
2022,2831,YUZA OS Vol.1 소프트웨어편 : WIN32 플랫폼에서 C++로 운영체제 제작하기,박주항 저,에이콘출판(주)
2022,2832,가임력보존,대한가임력보존학회 저,군자출판사
2022,2833,계산전자공학 입문,홍성민 외 저,GIST PRESS
2022,2834,골격성 Ⅲ급 부정교합의 체계적인 교정치료,백승진 외 저,대한나래출판사
2022,2835,과학기술학 편람(1~5),"에드워드 J. 해킷 외 저, 김명진 역",아카넷
2022,2836,교정학의 새 지평 : 횡적 교합,이기준 저,명문출판사
2022,2837,"구글 BERT의 정석 : 인공지능, 자연어 처리를 위한 BERT의 모든 것","수다르산 라비찬디란 저, 전희원 외 역",한빛미디어(주)
2022,2838,그로킹 심층 강화학습 : 이론과 실제 사이의 틈을 메우다,"미겔 모랄레스 저, 강찬석 역",한빛미디어(주)
2022,2839,근대 건축과 하이데거 : 모더니티의 시작에서 건축적 형태와 세계,이동언 저,산지니
2022,2840,금융계산,김준기 저,주식회사 도서출판 북스힐
2022,2841,기계 학습을 다시 묻다,"레슬리 밸리언트 저, 이광근 역",(주)도서출판 인사이트
2022,2842,기후의 힘 : 기후는 어떻게 인류와 한반도 문명을 만들었는가?,박정재 저,바다출판사
2022,2843,네트워크 분석 : 소셜 미디어에서 신경망까지,"필립포 멘처 외 저, 손승우 외 역",에이콘출판(주)
2022,2844,대칭과 몬스터 : 고대 그리스 기하학에서 현대 끈이론까지,"마크 로난 저, 마대건 역",도서출판 승산
2022,2845,디지털 증거법,이관희 외 저,(주)박영사
2022,2846,레이 트레이싱 : DXR과 최신 API를 사용한 고품질 실시간 렌더링,"에릭 헤인스 외 편저, 구진수 역",에이콘출판(주)
2022,2847,리더십과 조직관리,오미정 외 저,수문사
2022,2848,"머신러닝 엔지니어링 : 데이터 수집부터 특징 공학, 모델 평가, 배포, 유지보수까지","안드리 부르코프 저, 구정회 역",제이펍
