,주류,제목,저자,링크,출판사,출판 연도
810,900,A history of Russia,"Riasanovsky, Nicholas Valentine",https://library.yonsei.ac.kr/search/detail/CATTOT000001601157,Oxford University Press,1984
811,900,Samguk yusa : legends and history of the three kingdoms of ancient Korea,일연 一然,https://library.yonsei.ac.kr/search/detail/CATTOT000001412417,Yonsei University Press,1972
812,900,굿바이 E. H. 카,"Cannadine, David",https://library.yonsei.ac.kr/search/detail/CATTOT000000127308,푸른역사,2005
813,900,역사란 무엇인가,"Carr, Edward Hallett",https://library.yonsei.ac.kr/search/detail/CATTOT000000896350,탐구당,2014
814,900,오리엔탈리즘의 역사,정진농 鄭鎭농,https://library.yonsei.ac.kr/search/detail/CATTOT000000014992,살림,2003
815,900,조선전기 해양개척과 대마도,부경대학교. 해양문화연구소,https://library.yonsei.ac.kr/search/detail/CATTOT000000186236,국학자료원,2007
816,900,중세에 살기,"Le Goff, Jacques",https://library.yonsei.ac.kr/search/detail/CATTOT000000689139,동문선,2000
817,900,'일본'의 발명과 근대,윤상인 尹相仁,https://library.yonsei.ac.kr/search/detail/CATTOT000000194134,이산,2006
818,900,(2022) 에듀윌 한국사능력검정시험 all기출문제집 : 심화 : 첨삭해설북,에듀윌 한국사교육연구소,https://library.yonsei.ac.kr/search/detail/CATTOT000002133108,Eduwill,2022
819,900,(2022) 에듀윌 한국사능력검정시험 all기출문제집 : 심화 : 회차별 기출북,에듀윌 한국사교육연구소,https://library.yonsei.ac.kr/search/detail/CATTOT000002132753,에듀윌,2022
820,900,(5천 년 역사가 단숨에 이해되는) 최소한의 한국사,최태성,https://library.yonsei.ac.kr/search/detail/CATTOT000002157306,프런트페이지,2023
821,900,(고대 로마 군단의) 장비와 전술,장전용태 長田龍太,https://library.yonsei.ac.kr/search/detail/CATTOT000002099680,AK Trivia Special,2022
822,900,(고든 차일드의) 신석기혁명과 도시혁명,"Childe, V. Gordon (Vere Gordon)",https://library.yonsei.ac.kr/search/detail/CATTOT000000843793,주류성,2013
823,900,(국역) 윤치호 일기. 1,윤치호 尹致昊,https://library.yonsei.ac.kr/search/detail/CATTOT000000716201,연세대학교출판부,2001
824,900,(국역) 윤치호 일기. 2,윤치호 尹致昊,https://library.yonsei.ac.kr/search/detail/CATTOT000000002775,연세대학교출판부,2003
825,900,(급할 때 바로 써먹는) 1초 여행 꿀팁,신익수,https://library.yonsei.ac.kr/search/detail/CATTOT000002192896,매일경제신문사,2024
826,900,(리얼) 오사카 : 교토 고베 나라 : 오사카를 가장 멋지게 여행하는 방법,황성민,https://library.yonsei.ac.kr/search/detail/CATTOT000002133371,한빛라이프,2022
827,900,(리얼) 오사카 : 교토 고베 나라 : 오사카를 가장 멋지게 여행하는 방법,황성민,https://library.yonsei.ac.kr/search/detail/CATTOT000002186310,한빛라이프,2024
828,900,(리얼) 오키나와 : 오키나와를 가장 멋지게 여행하는 방법,전명윤,https://library.yonsei.ac.kr/search/detail/CATTOT000002189301,한빛라이프,2024
829,900,(리얼) 포르투갈 : 포르투갈을 가장 멋지게 여행하는 방법,우지경,https://library.yonsei.ac.kr/search/detail/CATTOT000002186308,한빛라이프,2024
830,900,"(박시백의) 조선왕조실록. 1, 개국",박시백,https://library.yonsei.ac.kr/search/detail/CATTOT000001735063,Humanist,2015
831,900,"(박시백의) 조선왕조실록. 3, 태종실록",박시백,https://library.yonsei.ac.kr/search/detail/CATTOT000001735076,Humanist,2015
832,900,"(박시백의) 조선왕조실록. 4, 세종·문종실록",박시백,https://library.yonsei.ac.kr/search/detail/CATTOT000001735077,Humanist,2015
833,900,(사진과 그림으로 보는) 케임브리지 프랑스사,"Jones, Colin",https://library.yonsei.ac.kr/search/detail/CATTOT000000716546,시공사,2001
834,900,(상식과 교양으로 읽는) 중국의 역사,이유진 李有鎭,https://library.yonsei.ac.kr/search/detail/CATTOT000000851206,웅진지식하우스,2013
835,900,(셀프트래블) 뉴욕,조은정,https://library.yonsei.ac.kr/search/detail/CATTOT000002136467,상상출판,2022
836,900,(셀프트래블) 미국 서부,조은정,https://library.yonsei.ac.kr/search/detail/CATTOT000002108968,상상출판,2022
837,900,(셀프트래블) 포르투갈,송윤경,https://library.yonsei.ac.kr/search/detail/CATTOT000002172743,상상출판,2023
838,900,(셀프트래블) 후쿠오카 : 기타큐슈·벳푸·유후인,김수정,https://library.yonsei.ac.kr/search/detail/CATTOT000002165718,상상출판,2023
839,900,(신편 국역) 연행록선집. 10,김정중 金正中,https://library.yonsei.ac.kr/search/detail/CATTOT000000209522,한국학술정보,2008
840,900,"(원치 않은 혁명,) 1848 : [1830년부터 1849년까지 유럽의 혁명운동]","Mommsen, Wolfgang J.",https://library.yonsei.ac.kr/search/detail/CATTOT000000187839,푸른역사,2006
841,900,(인도가 보이는) 인도사,강명남,https://library.yonsei.ac.kr/search/detail/CATTOT000002094415,위더스북,2021
842,900,(큰별쌤 최태성의 별별 한국사) 기출 500제 : 한국사능력검정시험 심화(1·2·3급),최태성,https://library.yonsei.ac.kr/search/detail/CATTOT000002016032,이투스교육,2020
843,900,(큰별쌤 최태성의 별별한국사) 시대별 기출문제집 : 한국사능력검정시험 심화(1·2·3급),최태성,https://library.yonsei.ac.kr/search/detail/CATTOT000002100973,이투스교육,2022
844,900,(클로즈업) 도쿄,유재우,https://library.yonsei.ac.kr/search/detail/CATTOT000002157335,에디터,2023
845,900,(피와 불 속에서 피어난) 라틴아메리카,"Chasteen, John Charles",https://library.yonsei.ac.kr/search/detail/CATTOT000002023450,경북대학교출판부,2020
846,900,"1417년, 근대의 탄생 : 르네상스와 한 책 사냥꾼 이야기","Greenblatt, Stephen",https://library.yonsei.ac.kr/search/detail/CATTOT000000855754,까치,2013
847,900,20세기 러시아 현대사,"Thompson, John M",https://library.yonsei.ac.kr/search/detail/CATTOT000000085793,사회평론,2004
848,900,DMZ의 역사 : 한반도 정전체제와 비무장지대,한모니까,https://library.yonsei.ac.kr/search/detail/CATTOT000002177492,돌베개,2023
849,900,Globalization in world history,"Hopkins, A. G. (Anthony G.)",https://library.yonsei.ac.kr/search/detail/CATTOT000001628927,Norton,2002
850,900,Looking at the sun : the rise of the new East Asian economic and political system,"Fallows, James M",https://library.yonsei.ac.kr/search/detail/CATTOT000001674955,Vintage Books,1995
851,900,Overlooked historical records of the three Korean Kingdoms,일연 一然,https://library.yonsei.ac.kr/search/detail/CATTOT000001310033,Jimoondang,2006
852,900,Samguk yusa : legends and history of the three kingdoms of ancient Korea,일연 一然,https://library.yonsei.ac.kr/search/detail/CATTOT000001613478,[Silk Pagoda],2006
853,900,"State security and regime security : President Syngman Rhee and the insecurity dilemma in South Korea, 1953-60",홍용표 洪容杓,https://library.yonsei.ac.kr/search/detail/CATTOT000001574928,MacMillan Press,2000
854,900,The Manchus,"Crossley, Pamela Kyle",https://library.yonsei.ac.kr/search/detail/CATTOT000001355864,Blackwell,2002
855,900,"The making of the first Korean president : Syngman Rhee's quest for independence, 1875-1948",유영익 柳永益,https://library.yonsei.ac.kr/search/detail/CATTOT000001662236,University of Hawai'i Press,2014
856,900,國土와 民衆 : 朴泰洵 紀行,박태순 朴泰洵,https://library.yonsei.ac.kr/search/detail/CATTOT000000359784,한길사,1983
857,900,慶州 隍城洞 遺蹟,국립 경주박물관,https://library.yonsei.ac.kr/search/detail/CATTOT000000000758,國立慶州博物館,2000
858,900,朝鮮開化派選集 : 金玉均 朴泳孝 兪吉濬 徐載弼,김옥균 金玉均,https://library.yonsei.ac.kr/search/detail/CATTOT000000884288,平凡社,2014
859,900,가라앉은 자와 구조된 자 : 아우슈비츠 생존 작가 프리모 레비가 인생 최후에 남긴 유서,"Levi, Primo",https://library.yonsei.ac.kr/search/detail/CATTOT000000885178,돌베개,2014
860,900,갑골 문자 : 중국의 시간을 찾아서,"Hessler, Peter",https://library.yonsei.ac.kr/search/detail/CATTOT000002177711,글항아리,2023
861,900,거꾸로 읽는 세계사,유시민 柳時敏,https://library.yonsei.ac.kr/search/detail/CATTOT000002078113,돌베개,2021
862,900,고대 중국인 이야기 : 중국 고대 생활사,임사나부 林巳奈夫,https://library.yonsei.ac.kr/search/detail/CATTOT000000643103,솔,1998
863,900,고사기 : 신화와 사실의 접속으로 구현된 고대 일본의 기록. 상,태안만려 太安萬侶,https://library.yonsei.ac.kr/search/detail/CATTOT000000197951,고즈윈,2007
864,900,고요한 아침의 나라 조선 / 조선풍물지,"Savage-Landor, Arnold Henery",https://library.yonsei.ac.kr/search/detail/CATTOT000001990535,집문당,2019
865,900,"공간정보공학 : surveying, photogrammetry, GPS/GIS, remote sensing",한승희,https://library.yonsei.ac.kr/search/detail/CATTOT000002020525,구미서관,2018
866,900,"과거의 힘 : 역사의식, 기억과 상상력","Kaye, Harvey J",https://library.yonsei.ac.kr/search/detail/CATTOT000000077477,삼인,2004
867,900,그랜드투어 이탈리아 : 고전학자와 함께 둘러보는 신화와 문학의 고향,강대진,https://library.yonsei.ac.kr/search/detail/CATTOT000002189292,도도네,2024
868,900,기사의 세계,지상준일 池上俊一,https://library.yonsei.ac.kr/search/detail/CATTOT000001930836,AK Trivia Book,2018
869,900,"나의 로망, 로마 : 여행자를 위한 인문학",김상근 金祥根,https://library.yonsei.ac.kr/search/detail/CATTOT000001958818,시공사,2019
870,900,"나트랑 & 무이네, 달랏, 호치민, 푸꾸옥",조대현,https://library.yonsei.ac.kr/search/detail/CATTOT000002186312,해시태그,2023
871,900,나폴레옹,"Roberts, Andrew",https://library.yonsei.ac.kr/search/detail/CATTOT000002113205,지식향연 : 김영사,2022
872,900,누구를 위한 역사인가,"Jenkins, Keith",https://library.yonsei.ac.kr/search/detail/CATTOT000000675531,혜안,1999
873,900,대서울의 길 : 확장하는 도시의 현재사 : 서울 선언 세 번째 이야기,김시덕 金時德,https://library.yonsei.ac.kr/search/detail/CATTOT000002070518,열린책들,2021
874,900,디스 이즈 미국 서부,제이민,https://library.yonsei.ac.kr/search/detail/CATTOT000002156044,Terra,2023
875,900,러시아사,김학준 金學俊,https://library.yonsei.ac.kr/search/detail/CATTOT000000067297,대한교과서주식회사,2005
876,900,만문노당 역주 : 太宗. 1,중국 제일역사당안관 고려대학교. 민족문화연구원. 만문노당역주회,https://library.yonsei.ac.kr/search/detail/CATTOT000001873846,소명출판,2017
877,900,만주 모던 : 60년대 한국 개발 체제의 기원,한석정,https://library.yonsei.ac.kr/search/detail/CATTOT000001776585,문학과지성사,2016
878,900,만주족 이야기 : 만주의 눈으로 청 제국사를 새로 읽다,이훈,https://library.yonsei.ac.kr/search/detail/CATTOT000001904899,너머북스,2018
879,900,"문명화과정, 1","Elias, Norbert",https://library.yonsei.ac.kr/search/detail/CATTOT000000541438,한길사,1996
880,900,민중의 시대 : 1980년대 한국 문화사 다시 쓰기,김재용,https://library.yonsei.ac.kr/search/detail/CATTOT000002176063,빨간소금,2023
881,900,"바다에서 본 역사 : 개방, 경합, 공생 : 동아시아 700년의 문명 교류사",우전정 羽田正,https://library.yonsei.ac.kr/search/detail/CATTOT000001934966,민음사,2018
882,900,바이킹 : 바다의 정복자들,"Cohat, Yves",https://library.yonsei.ac.kr/search/detail/CATTOT000000595652,시공사,1997
883,900,"박정희 시대의 유령들 : 기억, 사건 그리고 정치",김원,https://library.yonsei.ac.kr/search/detail/CATTOT000000790615,현실문화,2011
884,900,박홍규의 에드워드 사이드 읽기,박홍규 朴洪圭,https://library.yonsei.ac.kr/search/detail/CATTOT000000109431,우물이 있는 집,2003
885,900,발터 벤야민과 아케이드 프로젝트,"Buck-Morss, Susan",https://library.yonsei.ac.kr/search/detail/CATTOT000000090610,문학동네,2004
886,900,백년전쟁 1337~1453 : 중세의 역사를 바꾼 영국-프랑스 간의 백년전쟁 이야기,"Seward, Desmond",https://library.yonsei.ac.kr/search/detail/CATTOT000001893525,미지북스,2018
887,900,백색신화 : 서양이론과 유럽중심주의 비판,"Young, Robert",https://library.yonsei.ac.kr/search/detail/CATTOT000000246678,경성대학교 출판부,2008
888,900,"분열하는 제국 : 11개의 미국, 그 라이벌들의 각축전","Woodard, Colin",https://library.yonsei.ac.kr/search/detail/CATTOT000001850851,글항아리,2017
889,900,"빛의 시대, 중세 : 폭력과 아름다움, 문명과 종교가 교차하던 중세 이야기","Gabriele, Matthew",https://library.yonsei.ac.kr/search/detail/CATTOT000002161364,까치,2023
890,900,사제와 광대 : 중세 교회문화와 민중문화,유희수,https://library.yonsei.ac.kr/search/detail/CATTOT000000736147,문학과지성사,2009
891,900,사피엔스,"Harari, Yuval N",https://library.yonsei.ac.kr/search/detail/CATTOT000002138570,김영사,2023
892,900,"사피엔스 : 그래픽 히스토리. v. 1, 인류의 탄생","Harari, Yuval N",https://library.yonsei.ac.kr/search/detail/CATTOT000002036334,김영사,2020
893,900,"새로운 서양 문명의 역사. 상, 문명의 기원에서 종교개혁까지","Coffin, Judith G.",https://library.yonsei.ac.kr/search/detail/CATTOT000000880541,소나무,2014
894,900,"새로운 서양 문명의 역사. 하, 근대 유럽에서 지구화에 이르기까지","Coffin, Judith G.",https://library.yonsei.ac.kr/search/detail/CATTOT000000880542,소나무,2014
895,900,세계 선사 문화의 이해 : 인류 탄생에서 문명 발생까지,"Fagan, Brian M",https://library.yonsei.ac.kr/search/detail/CATTOT000000779074,사회평론,2011
896,900,스코틀랜드 역사이야기. 1,"Scott, Walter, Sir",https://library.yonsei.ac.kr/search/detail/CATTOT000000085355,크리스챤다이제스트,2005
897,900,"시험의 나라, 조선",김경용,https://library.yonsei.ac.kr/search/detail/CATTOT000002167510,은행나무,2023
898,900,실크로드의 악마들 : 중앙아시아 탐험의 역사,"Hopkirk, Peter",https://library.yonsei.ac.kr/search/detail/CATTOT000000688240,사계절,2000
899,900,십자군전쟁 : 그것은 신의 뜻이었다,"Bartlett, W. B",https://library.yonsei.ac.kr/search/detail/CATTOT000000109868,한길사,2004
